Word,Occurrences
nevertheless,141
particularly,935
rhythmic,224
higher,877
recording,457
so,8780
ongoing,1975
encephalopathies,71
obscure,99
such,1979
persist,341
clinically,2984
subtle,571
discernable,13
todays,272
indeed,90
suspicion,1044
type,9978
diff,4487
nash,193
social,1777
soh,1
daughters,286
tob,30
illicts,2
fh,42
contributory,127
gen,332
sedated,1512
heent,475
pinpoint,60
pupils,343
healed,354
scar,222
forehead,107
supple,249
jvp,319
cla,1
anteriorly,438
cv,859
bradycardic,540
g,5346
bs,655
nd,817
hepatosplenomegaly,58
masses,2389
dp,281
pulses,622
lying,507
slurred,269
speech,2548
opens,64
eyes,929
answers,91
questions,935
perrla,59
anicteric,201
sclerae,32
breath,6866
sounds,682
base,8265
rrr,242
murmur,376
radiating,571
axillae,13
palpation,344
ext,1025
trace,2875
pertinent,1185
show,3861
covered,1112
encephalitis,247
meningitis,711
ctx,666
ampicillin,2189
lp,1221
waxing,326
component,1823
supporting,194
slowed,197
attempt,1323
ms,5781
self,1082
reintubated,405
nutrition,1932
over,14331
lucid,60
orally,177
below,3830
repeated,1198
rifaximin,765
movements,1436
damage,316
hep,1252
surface,502
pos,1842
core,344
igg,1482
iga,520
igm,1343
specific,1954
anti,2287
sm,1184
ama,581
titer,192
hsv,796
pcr,716
obstructive,2079
enzyme,167
steatosis,124
hepatis,109
dilatiation,2
trending,1156
lft,289
cbc,1578
chem,745
considered,3135
investigate,82
problem,1145
hepatitis,2981
vaccine,129
adviced,5
avoid,906
hepatotoxic,24
transient,1081
leukocytosis,4045
klebsiella,1764
suspected,1437
ceftraixone,13
antiobiotics,43
five,929
discontinuation,407
axilla,168
fact,544
examinations,224
endocarditis,2041
workup,2753
schedule,756
house,2174
hypernatremia,1136
water,1530
feeding,1158
complicate,18
ngt,1504
deficit,380
calculated,365
repleted,1001
boluses,1700
points,254
sequestration,116
hemolysis,1204
addition,3622
interpret,557
iron,6315
erythropoetin,19
administered,1247
hit,1763
ab,2316
sequestering,1
products,1163
avoided,424
thrombocytes,1
consistently,466
endocrinology,163
sliding,3306
adjusted,1103
recommendations,2440
hypoglycemia,1053
issc,5
adjustment,408
achieved,423
rehabilitation,913
center,889
xr,577
hardware,743
colace,1699
acetaminophen,2305
tartrate,1228
warfarin,2837
carbonate,1072
hydromorphone,390
senna,1930
bisacodyl,764
tablet,25964
sevelamer,535
like,1972
dyspnea,4867
fatigue,2060
intervention,2882
diameter,2013
plaque,694
currently,5250
walls,671
underfilled,31
ventricle,6491
annular,576
ring,636
perivalvular,117
leak,1688
root,1386
smooth,319
cannular,1
relevant,467
devices,284
major,1580
retrocardiac,1483
overinflation,19
stomach,4392
tr,3748
worked,1181
replacement,2927
please,5549
interrogate,15
rub,179
ibuprofen,695
postoperative,2383
essentially,828
empiric,1331
sensitive,2452
finalized,96
temp,2973
antibiotic,2170
coverage,2244
restared,22
digoxin,2351
regiment,92
prilosec,823
tricor,128
vit,1589
e,6628
zetia,205
gastroesophageal,638
reflux,639
fibrillatoin,1
ppm,378
erectile,29
hernia,2273
repair,2535
arthroscopy,34
torticollis,12
hospitalized,881
overdoses,13
always,357
si,319
ago,5287
od,166
combination,1311
baclofen,412
vicodin,446
soma,27
fentanyl,1833
patches,196
methadone,1003
suicide,432
denied,4296
ods,2
indicates,346
diazepam,437
halfway,30
nodding,22
responsive,1453
utox,102
benzo,161
nl,2391
ll,45
outlined,231
depression,3927
effects,518
substance,374
overdose,809
tox,813
screen,2641
benzos,329
next,3169
valium,915
opioid,108
psych,1072
neurontin,723
lamictal,203
seroquel,875
psychiatric,601
addictive,5
substances,46
withdraw,209
half,962
life,683
case,1073
recs,994
anxiety,2836
section,749
mandatorily,1
receive,1467
recieved,981
botox,23
quetiapine,289
fumarate,92
sig,9198
delayed,2518
release,3559
every,5038
gabapentin,1507
tablets,1088
altered,3182
attempts,996
lim,6
da,14
pda,572
lt,132
ventr,2
branches,927
aaa,846
crf,150
mwh,8
cath,5827
dx,578
shoulder,1552
diaphoresis,821
took,1356
nitro,1580
relief,784
aspirin,7625
aspitrin,1
subsequent,2394
relieved,504
grft,2
lmca,990
diffusely,912
disesed,1
critical,1154
tapered,906
totally,333
occluded,1163
vessels,1603
diseased,275
recived,22
receives,172
gives,81
lengthy,86
collateral,222
arises,56
close,2021
recives,1
postero,19
latateral,2
branch,1332
distally,373
plv,16
collateralised,1
filled,942
anastomosis,682
fills,68
retrogradely,9
supply,154
ostial,478
timi,254
iii,1600
sv,21
grafts,352
plb,19
stumps,11
located,637
angiogaphic,1
shows,1797
whole,759
ventriculography,262
predilation,10
maverick,48
balloon,1529
stenting,1254
otw,33
cypher,311
stents,1188
export,30
gradual,291
deteriorated,226
native,459
chronically,597
restore,24
despite,3572
pharmacotherapy,5
basal,2312
bibasilar,2364
atelectatic,322
consolidation,4749
transition,1174
suggesting,1960
ileus,1224
rectum,1744
infrarenal,441
aneurysm,2450
unstable,640
compicted,1
extractuib,1
catherization,234
added,2383
controll,7
discussions,583
between,2194
determined,2065
option,302
dnr,2319
dni,1925
pressors,3610
cvvh,969
presssure,7
nsvt,305
disimpacted,14
aggresive,68
regimen,6723
distension,609
temperatures,226
cardiogenic,965
shock,3270
overload,3803
bedside,1842
reveal,1060
worsening,7333
transfusions,2165
persistently,809
draws,250
coagulopathy,1317
vitamin,5138
supplementation,824
expired,1125
foslo,1
quinine,125
pentasa,47
qid,2549
mirtazapine,437
obstipation,8
obseity,2
ptca,796
stemi,807
exercising,19
losing,116
exertional,715
capacity,256
overdiuresed,19
dark,1417
preceeded,20
crampy,171
walk,729
kitchen,94
acutely,941
dyspneic,302
thus,1668
nitroglycerin,984
enroute,43
ecg,3449
lbbb,387
hemolyzed,125
kayexalate,390
scope,724
specks,27
comfortable,1196
prompting,319
narrow,175
depressions,1067
another,2366
hapto,1235
dirbili,789
indbili,698
helicobacter,153
test,5089
eia,795
micro,1861
path,274
isolated,2080
prominence,877
cardiomediastinal,1033
silhouette,2035
zone,477
distribution,824
avl,456
nodularity,221
nodular,1135
retroperitoneal,1936
fatty,1008
infiltration,699
colonoscopy,4147
hemorrhoids,829
diverticulosis,1818
sigmoid,2131
colon,5428
cecum,819
diagnoses,1861
demand,1248
refractory,590
amenable,277
ranolazine,33
imdur,848
intervenable,36
areas,3261
superficial,1234
erosions,374
triple,406
amoxicillin,304
candidate,1304
clarithromycin,138
interaction,168
metronidazole,821
reversed,670
obvious,1287
does,5904
cure,22
alternative,157
continues,1654
step,719
would,8262
capsule,5990
check,1733
inappropriate,130
initiation,1261
bridge,699
drifted,151
haptoglobin,303
indirect,94
constipation,3924
significantly,2604
constipated,146
prep,417
miralax,331
euvolemic,765
orthostatic,533
kg,1204
hyperkalemia,1432
arf,2302
normalized,1162
suspect,464
correction,285
against,660
forward,570
perfusion,1276
gib,1809
trended,3158
stress,2423
colitis,2659
hld,545
atorvastatin,1726
venlafaxine,218
dmii,448
transitional,1433
anticipate,44
heals,14
interim,405
uptitrate,77
electrolytes,1514
rechecked,293
script,74
mix,298
discuss,907
human,246
ml,10207
suspension,515
hundred,65
subcutaneous,2116
metformin,1709
clopidogrel,677
isosorbide,808
mononitrate,442
succinate,890
binge,96
whiskey,24
epigastric,907
their,1091
pancreatitis,2760
levaquin,1479
infiltrate,2440
primaxin,17
trnasferred,3
rales,244
cardiomegaly,2373
hypodense,699
gb,298
collection,3764
rlq,243
adjacent,2321
psoas,305
muscle,1448
supposed,160
go,1527
mrcp,579
claustrophobic,9
rn,309
sporadic,25
diaphoretic,342
stretcher,39
turned,352
seize,23
pulseless,224
asystolic,158
summary,1120
vt,1047
vf,303
shocks,131
cpr,472
amiodarone,3261
regained,175
pulse,944
amt,130
plus,511
peripancreatic,341
stranding,1275
gallstone,394
images,4922
quite,842
hyperintesnsity,1
measuring,2448
representing,1104
here,3672
bicarb,1338
mbi,102
troponin,2219
colonies,212
serologies,691
triglycerides,86
fascicular,238
block,1925
omr,613
quadrants,120
reflect,934
manifestation,65
extrahepatic,272
hypodensity,874
differentiation,499
caused,917
subacute,792
parietal,1345
pseudocyst,423
arrest,2200
ards,924
cvvhd,218
unresponsive,1304
weaning,577
agreed,1023
comfort,1905
anoxic,313
conclusion,465
established,226
aid,255
neurology,2584
consultants,120
icj,1
medicine,2704
away,777
amlodipine,2061
levothyroxine,2346
mcg,9346
necrotizing,454
adult,106
distress,3802
medically,832
intake,3682
malaise,669
questioning,126
admits,413
lost,625
ten,320
lbs,673
cardiologists,51
rx,430
cholecytitis,16
afterwhich,10
since,12851
says,915
gets,347
extremely,737
steps,145
mechanical,2017
lately,126
azithromycin,1543
fluids,3266
consultation,875
recommends,128
percutaneous,1038
cholecystostomy,237
complaints,2098
systems,3386
denie,5
sweats,1840
wt,245
gain,1209
rhinorrhea,1246
congestion,3327
palpitations,3004
diarrhea,8288
habits,914
dysuria,3197
urgency,1285
arthralgias,1124
myalgias,1729
rashes,871
random,1226
osmolal,1018
greater,3092
th,1848
ferritin,929
many,1694
calchct,1006
gentleman,905
quadrant,1593
demonstrate,1688
dacute,1
suurgery,1
carried,110
transioned,5
bilious,482
drain,2806
ecoli,163
ciprofloxacin,2935
include,1440
anaerobic,1740
duration,880
congestive,2276
xray,1261
diuresis,4434
kidney,6259
accumulated,36
uptitrated,562
ischemic,3392
ace,1562
inhibitor,1072
nighttime,60
stably,98
tract,2192
sample,447
therfore,9
incrased,14
question,1547
whether,1163
domperidone,12
list,838
progressive,1596
pharmacologic,53
agents,644
attentive,35
cdiff,706
toxin,1842
attributed,1704
delirius,21
events,1427
eating,1216
nectar,568
clears,459
inactive,273
ranged,525
just,1845
discontined,27
favor,221
hydralazine,1425
normotensive,715
restarting,610
physician,1931
hypothyroid,343
crestor,251
wellbutrin,268
benign,1126
prostatic,260
flomax,483
insomnia,640
lunesta,24
reconsidered,24
ranitidine,663
nexium,330
bupropion,234
calcitriol,492
esmeprasole,1
eszopiclone,4
hs,1865
rosuvastatin,207
tamsulosin,496
decompensated,608
pmhx,714
copd,5463
chief,230
complaint,674
consecutive,61
prodrome,62
hitting,128
loc,626
fell,1334
attributes,125
vision,1419
cataracts,100
surgeries,299
years,2701
ambulate,641
walker,410
doesnt,185
comply,46
wears,46
trips,24
oyxgen,2
tubing,70
primarily,442
comes,169
productive,1397
subjective,486
grandchildren,24
potential,1539
sick,1050
contacts,752
travel,443
exposures,82
flu,447
shot,157
pneumovax,69
tachycardic,1811
nasal,2463
cannula,844
bandemia,437
infiltrates,1318
lactic,456
acidosis,2546
levofloxacin,4861
additionally,1515
lastly,53
sentences,184
endorsed,323
ret,813
aut,703
serology,562
plasma,606
reagin,90
inpatient,3814
clostridium,1085
difficile,2185
legionella,1451
antigen,1666
stain,4299
mixed,1318
flora,1571
streptococcus,423
pneumoniae,783
bottle,1958
aerobic,833
penicillin,682
sensitivity,1268
etest,78
mic,1757
breakpoints,23
ug,140
break,128
sensitivities,2982
expressed,2150
erythromycin,874
tetracycline,643
trimethoprim,1582
sulfa,1418
patchy,1522
grossly,1506
bony,848
voltage,860
leads,1977
degree,1514
territory,474
periventricular,592
sequelae,297
sulci,872
ventricles,1163
atrophy,841
normally,1728
cisterns,337
preserved,2397
osseous,1636
tissues,1135
globes,57
orbits,148
lens,55
prosthetic,452
paranasal,852
sinuses,1587
mastoid,1065
pneumatized,56
multifocal,2071
spondylosis,191
biapical,91
scarring,554
cavitation,118
partial,1657
boarderline,6
nature,1058
appearing,1036
yesterday,2222
worrisome,382
rapidly,723
diameters,533
vegetations,1619
fully,2049
suboptimal,2423
image,1817
quality,2872
pathologic,665
consolidations,839
side,2971
streptococcal,47
pneumococcal,111
cftx,26
levaquine,2
requirement,2146
microcytic,260
nadir,446
finally,621
rml,404
developing,850
cavitations,14
loose,1141
stools,4380
discussion,2432
problems,1475
pneumo,183
cap,1290
resultant,381
penetration,335
pancultured,128
loculations,54
empyema,412
staph,2862
hap,376
ipratropium,1243
nebulizers,620
newe,1
loculation,88
defervesced,236
regardging,1
bronchoscopy,1621
face,967
likelyhood,11
anaerobes,318
vap,520
switched,2917
cefpodoxime,326
already,762
end,3070
advair,970
tiotropium,383
onset,2188
empiricaly,2
retunred,4
confirmed,2970
previously,4005
reasons,349
our,1075
ugi,243
fe,630
defficiency,15
discussio,2
inflammation,1630
troponins,764
elevations,700
hf,168
wma,112
ptst,1
provider,2421
ptsd,69
actively,483
obtaining,189
emotional,72
lability,37
crying,40
spells,44
attention,476
impaired,688
delerium,559
underlying,3607
celexa,651
duloxetine,174
temporarily,346
tripping,20
impending,115
nutritional,729
nursing,1973
ensure,1001
communication,1061
odds,5
children,232
prefer,64
sw,212
street,294
address,500
domestic,25
violence,28
safe,541
allowed,313
speak,265
evicted,5
want,1059
know,389
said,592
manager,65
elder,28
helping,67
deal,60
eviction,1
consented,246
calling,97
anjale,1
combivent,586
citalopram,955
lorazepam,1404
mesalamine,177
cant,149
recall,331
ondansetron,443
community,546
acquired,1329
pud,353
vertebrobasilar,45
coiling,218
ventriculostomy,129
wean,938
vent,2028
peg,2050
placment,57
stimulation,362
movment,9
lavage,1706
sq,819
ivs,353
bpm,1230
ivcd,77
bundle,517
depr,17
twi,792
mv,359
annuloplasty,279
mult,103
pes,401
hyponatremia,2245
near,1990
inferolateral,1204
sever,31
hk,106
anterolat,2
resonsive,3
perrl,180
crackles,702
murmurs,156
ntnd,29
clubbing,91
cyanosis,141
responds,118
stimuli,363
withdraws,32
ew,37
correct,641
intinitally,1
site,4590
clipping,122
endoclip,141
injected,514
epinephrine,995
hemostasis,552
ppi,3518
prophylaxis,3499
lethargic,848
moving,624
hands,276
feet,679
member,95
strongly,294
urged,49
hold,2287
intracranially,16
proceduse,1
enzymes,2969
dalteparin,24
discouraged,10
discontinuing,187
thrombotic,161
event,1888
neurosrugery,3
attending,955
cooci,2
rhonchi,165
intially,570
reviewing,75
symptom,249
epo,452
tu,138
amantidine,10
lopresor,6
als,60
redness,189
husband,1306
tachypnea,1046
responding,350
bipap,2042
mask,1259
ventilation,1256
sedateion,1
experienced,1513
reduction,851
performs,18
adls,191
trouble,271
keeping,365
mouth,7917
pounds,268
gtube,91
gained,107
entirely,588
never,2117
sort,32
conversation,233
regarding,2067
patinet,80
try,338
neurologist,195
mentioned,555
thoughts,68
hes,167
certain,109
ac,611
fio,1790
peep,1714
cortsol,997
art,4576
pco,5752
calhco,907
xs,5268
piv,535
phone,955
aureus,2050
coag,2162
oxacillin,1116
staphylococci,296
must,627
penicillins,487
cephalosporins,631
carbacephems,277
carbapenems,287
lactamase,454
combinations,291
rifampin,809
used,2393
alone,819
clindamycin,1281
gentamicin,2225
nitrofurantoin,644
endotracheal,1763
pmns,1196
epithelial,940
field,3656
cocci,1260
pairs,925
clusters,796
oropharyngeal,860
elevation,2456
avf,691
repolarization,184
abbreviated,183
region,3401
collapse,1673
echogenic,704
focus,1545
cholesterol,235
deposit,27
nonobstructing,143
hypercarbic,765
muscular,89
combined,258
repiratory,63
ventilator,1684
longer,1620
awaiting,447
plugging,381
cover,822
surveillance,515
clean,824
exsufflator,4
clearing,351
colapse,8
anticoagulation,3509
cases,121
shortly,929
lavaged,55
ob,151
inital,239
intial,167
cortisol,844
benzodiazepines,275
agitation,1685
allergy,839
cessation,340
bolusing,19
progression,1767
diaphragmatic,158
mechanics,48
repeatedly,233
asessed,2
come,659
ip,557
mrs,1059
hyponatremic,202
tis,6
hydration,1380
indicating,636
hypovolemic,525
depleted,133
feeds,2504
reasonable,164
curve,198
persists,617
releated,2
chenistry,1
panel,688
sure,356
conjunctivitis,83
cream,763
intitial,18
dermatology,350
erythromyalgia,1
sarna,134
lotion,213
occur,268
burns,20
inside,60
hot,171
tea,68
spill,16
xeroform,53
dressings,278
cleanly,1
fen,1785
tubefeeds,141
lytes,891
atn,1282
reanla,1
chenged,2
creatinitne,1
keep,1177
hydrated,342
nephrotoxins,95
ppx,1481
sc,2195
maintained,4378
elavil,40
amiotrophic,1
sclerosis,465
breast,1281
cancer,4558
paf,339
pvi,66
shortness,5748
fast,1625
ray,2464
culprit,171
exacerbation,2453
loading,237
usual,1564
begun,668
quickly,1370
instated,9
seems,640
reversion,16
amidodarone,2
generally,636
sufficient,203
production,570
unrevealing,561
mf,18
mon,288
fri,258
sun,330
vv,10
isolation,128
recurrence,766
cardioversion,567
mastectomy,138
tamoxifen,71
xrt,848
iddm,357
cri,827
heavily,287
calcified,1651
circumflex,278
rpda,101
pci,762
excessive,259
dye,253
planned,1271
monday,845
selective,685
cornary,11
engaged,84
selectively,47
french,755
jl,49
al,14
unsucessful,24
involved,834
origins,90
ramus,354
functional,650
extended,1233
signficiant,7
engaging,20
origin,1183
groove,96
supplied,111
lpl,46
heavy,683
stenoses,309
tortuous,480
marginal,481
subtotally,28
conduit,241
thoughout,44
touched,19
onto,241
communicate,187
mpa,14
nonselective,17
touches,3
calibur,5
calcifed,5
imaged,789
prevented,61
advancement,163
angled,47
glide,20
wire,1048
slip,16
amplatz,31
stiff,84
berenstein,7
ultimately,1905
advance,278
perfomed,37
insufficency,45
hemodynamics,1259
systemic,971
across,940
pullback,100
direct,1176
ectopy,404
sheath,812
rfa,125
succesful,25
bare,303
metal,484
cathterization,20
diagnostic,1797
signficant,130
vd,318
reopro,15
argatroban,388
acs,683
stuttering,21
statin,2188
toprol,1291
resumed,1431
glyburide,710
renally,583
dosed,919
procedures,948
insertion,447
flushed,152
clots,938
bph,651
hytrin,34
platelets,2658
procrit,338
tues,183
sciatica,79
xl,1409
nmg,1
procrot,1
pcis,76
decline,677
energy,191
sleep,2094
tripped,72
balance,523
bath,47
tub,22
fx,972
trops,91
uncerwent,2
tansferred,6
referring,550
division,299
cardiothoracic,209
titles,2391
dob,303
hgt,295
hg,2023
wgt,297
lb,775
bsa,361
intraoperative,359
west,748
tech,313
tape,583
aw,288
machine,439
echocardiographic,1332
measurements,1097
dimension,1007
ejection,1484
fraction,1406
peak,2460
lvot,670
annulus,293
sinotubular,97
ridge,108
velocity,1237
sec,1633
pk,62
vel,33
diam,164
la,821
enlargement,1844
laa,445
raa,89
four,2765
enter,94
interatrial,1096
asd,590
rv,2625
ar,967
tricuspid,5311
pulmonic,1528
pericardium,797
personally,153
caring,206
